Certification Edition,CHPL ID,Listing Database ID,ONC-ACB Certification ID,Certification Date,Inactive As Of Date,Decertified As Of Date,Certification Status,ACB Name,Previous ACB Name,Developer Name,Developer Database ID,Vendor Street Address,Vendor City,Vendor State,Vendor Zip Code,Vendor Website,Self-developer,Vendor Contact Name,Vendor Contact Email,Vendor Contact Phone,Product Name,Product Database ID,Version,Version Database ID,Real World Testing Plans URL,Real World Testing Results URL,Total Surveillance Activities,Total Surveillance Non-conformities,Open Surveillance Non-conformities,Total Direct Review Activities,Total Direct Review Non-conformities,Open Direct Review Non-conformities,Medications,CPOE - Laboratory,CPOE - Diagnostic Imaging,Drug-Allergy Interaction,Demographics,Clinical Decision Support,Clinical Information Reconciliation and Incorporation,View Download and Transmit to 3rd Party,Transmission to Immunization Registries,Standardized API for Patient and Population Services
2015 Cures Update,15.04.04.2816.gEHR.04.03.1.221227,11136,15.04.04.2816.gEHR.04.03.1.221227,12/27/2022,,,Active,Drummond Group,,Netsmart Technologies,1817,11100 Nall Ave,Overland Park,KS,66221,https://www.ntst.com/,No,Krista Logan,klogan@ntst.com,913.374.0195,GEHRIMED,3676,v.4.3,8706,https://www.ntst.com/lp/certifications,https://www.ntst.com/lp/certifications,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2015 Cures Update,15.04.04.1291.Rhap.07.08.0.231207,11393,15.04.04.1291.Rhap.07.08.0.231207,12/7/2023,,,Active,Drummond Group,,"InterOperability Bidco, Inc., d.b.a. Rhapsody",292,"100 High Street, Suite 1560",Boston,MA,2110,https://www.rhapsody.health,No,Sameer Sule,Sameer.sule@lyniate.com,5083086500,Rhapsody Integration Engine,1865,7,8903,https://rhapsody.health/onc-compliance/,https://rhapsody.health/onc-compliance/,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2015 Cures Update,15.04.04.2916.smar.07.02.1.221216,11079,15.04.04.2916.smar.07.02.1.221216,12/16/2022,,,Active,Drummond Group,,"VIPA Health Solutions, LLC",1917,8000 SW 117th Ave. Suite PH-C,Miami,FL,33183,https://smartemr.readme.io/reference/getting-started#base-url,No,Gaby Alvarez,gaby@vipahealth.com,305-227-7780,24/7 smartEMR,3109,7.2,8660,https://app.smartemr.com/smartemr_dot_com/realworldtesting.html,https://app.smartemr.com/smartemr_dot_com/realworldtesting.html,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2015 Cures Update,15.04.04.3100.EpiM.01.01.1.221223,11125,15.04.04.3100.EpiM.01.01.1.221223,12/23/2022,,,Active,Drummond Group,,Lancman Solutions LLC,2101,"333 Westchester Ave, Suite E104",White Plains,NY,10605,http://lancmansolutions.com/,Yes,Melissa Carollo,mcarollo@epilepsygroup.com,914-428-4213,Epi-Management,3607,1,8447,https://neregaws.epilepsygroup.com/nereg.prod/servlet/com.nereg.epimanagement,https://neregaws.epilepsygroup.com/nereg.prod/servlet/com.nereg.epimanagement,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2015 Cures Update,15.05.05.3045.XCEL.01.01.1.221221,11107,15.05.05.3045.XCEL.01.01.1.221221,12/21/2022,,,Active,SLI Compliance,,"Xcelrate UDI, Inc.",2046,601 Leigh Way,National Harbor,MD,20745,https://www.xcelrateudi.com,No,Joan Melendez,joan@xcelrateudi.com,206.413.9311,UDIVerify,3669,1.7.2,8684,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.05.05.3133.CHTS.01.00.1.221213,11067,15.05.05.3133.CHTS.01.00.1.221213,12/13/2022,,,Active,SLI Compliance,,CHN Tech Solutions LLC,2134,2552 Broadway St Ste 102,Pearland,TX,77584,https://chntechsolutions.com,Yes,Dennis Shelton,admin@chntechsolutions.com,2818241480,Integrated Care EHR,3664,3,8651,https://chntechsolutions.com/real-world-testing/,,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
2015 Cures Update,15.05.05.2760.ISCD.01.00.1.181101,9713,15.05.05.2760.ISCD.01.00.1.181101,11/1/2018,,,Active,SLI Compliance,,"Iatric Systems, Inc",1761,"433 Silver Beach Avenue, 2nd Floor",Daytona,Florida,32118,https://new.iatric.com/,No,Amy McKee,amy.mckee@iatric.com,"978 805 4100, x84047",Clinical Document Exchange,996,1.5,380,https://new.iatric.com/real-world-testing,https://new.iatric.com/real-world-testing,1,1,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2015 Cures Update,15.05.05.3161.BRDS.01.00.1.231222,11410,15.05.05.3161.BRDS.01.00.1.231222,12/22/2023,,,Active,SLI Compliance,,BroadStreet Health LLC,2162,121 Inman Street,Cambridge,MA,2139,https://www.broadstreetcare.com,No,Laura Ivanoski,laura@washsense.com,800-803-3309,BroadStreet,3718,1,8832,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2015 Cures Update,15.04.04.2838.PARA.22.01.1.221227,11142,15.04.04.2838.PARA.22.01.1.221227,12/27/2022,,,Active,Drummond Group,,"QRS, Inc.",1839,2010 Castaic Lane,Knoxville,TN,37932,http://www.qrshs.com,No,Janice Young,jyoung@qrshs.com,800-251-3188,PARADIGM®,3677,22,8712,http://www.qrshs.info,http://www.qrshs.info/,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2015 Cures Update,15.04.04.3068.ACPl.02.01.0.231221,11412,15.04.04.3068.ACPl.02.01.0.231221,12/21/2023,,,Active,Drummond Group,,Accelerated Care Plus,2069,"4999 Aircenter Cir., STE 103",Reno,NV,89502,https://acplus.com/index.php/acplustm,No,Barry Thomson,BThomson@hanger.com,775-287-4955,ACPlus™,3522,V2,8921,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.04.04.2666.Adva.23.05.1.231213,11406,15.04.04.2666.Adva.23.05.1.231213,12/13/2023,,,Active,Drummond Group,,AdvancedMD,1667,698 West 10000 South,South Jordan,UT,84095,https://www.advancedmd.com/,No,Angela Knox,aknox@advancedmd.com,801-871-1097 x1097,AdvancedMD,2722,23,8916,https://www.advancedmd.com/emr-ehr-software/meaningful-use/ehr-certification/,https://www.advancedmd.com/emr-ehr-software/meaningful-use/ehr-certification/,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2015 Cures Update,15.04.04.1447.Beak.23.21.1.231228,11423,15.04.04.1447.Beak.23.21.1.231228,12/28/2023,,,Active,Drummond Group,,Epic Systems Corporation,448,1979 Milky Way,Verona,WI,53593,http://www.epic.com,No,Sasha TerMaat,info@epic.com,608-271-9000,Beaker Reportable Labs Reporting,2609,Nov-23,8932,https://www.epic.com/content/rwt.pdf,https://www.epic.com/content/rwt.pdf,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.04.04.2071.Nuan.23.05.1.231213,11404,15.04.04.2071.Nuan.23.05.1.231213,12/13/2023,,,Active,Drummond Group,,"Nuance Communications, Inc.",1072,1 Wayside Road,Burlington,MA,1803,https://qualitymeasures.nuancehealthcare.com,No,Joseph Glen,Joseph.glen@nuance.com,732-759-6432,Nuance Electronic Quality Measures,3555,23.1,8914,https://www.nuance.com/healthcare/provider-solutions/quality-management-solutions/quality-measures/cures-act-real-world-testing.html,https://www.nuance.com/healthcare/provider-solutions/quality-management-solutions/quality-measures/cures-act-real-world-testing.html,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.04.04.2666.AdvM.06.02.1.231120,11407,15.04.04.2666.AdvM.06.02.1.231120,11/20/2023,,,Active,Drummond Group,,AdvancedMD,1667,698 West 10000 South,South Jordan,UT,84095,https://www.advancedmd.com/,No,Angela Knox,aknox@advancedmd.com,801-871-1097 x1097,AdvancedMD Mobile,3569,6,8917,https://www.advancedmd.com/emr-ehr-software/meaningful-use/ehr-certification/,https://www.advancedmd.com/emr-ehr-software/meaningful-use/ehr-certification/,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.04.04.2913.GINS.23.02.1.231213,11418,15.04.04.2913.GINS.23.02.1.231213,12/13/2023,,,Active,Drummond Group,,"Greenway Health, LLC",1914,"4301 West Boy Scout Boulevard, Suite 800",Tampa,FL,33607,https://www.greenwayhealth.com/,No,Sherry de Cuba,sherry.decuba@greenwayhealth.com,813-202-5582,Greenway Insights-Intergy,3750,v23,8927,https://www.greenwayhealth.com/about/awards-and-certifications,https://www.greenwayhealth.com/about/awards-and-certifications,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.04.04.2621.iMed.52.01.1.231220,11413,15.04.04.2621.iMed.52.01.1.231220,12/20/2023,,,Active,Drummond Group,,"i3 Healthcare Solutions, LLC",1622,"40 Burton Hills Blvd, Suite 415",Nashville,TN,37215,http://www.i3medsolutions.com,No,Angie Adams,aadams@i3verticals.com,337-289-0002,i3 EHR,3748,5.2,8922,https://www.imedsoftwarecorp.com/certification,https://www.imedsoftwarecorp.com/certification,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
2015 Cures Update,15.04.04.2616.Priz.02.00.0.231213,11405,15.04.04.2616.Priz.02.00.0.231213,12/13/2023,,,Active,Drummond Group,,i2i Population Health,1617,377 Riverside Dr #300,Franklin,TN,37064,https://www.i2ipophealth.com/,No,Irma Tittle,irma.tittle@i2ipophealth.com,615-561-1190,PRiZiM,3744,2,8915,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.04.04.2998.Medf.10.01.1.221220,11106,15.04.04.2998.Medf.10.01.1.221220,12/20/2022,,,Active,Drummond Group,,"Eye Care Leaders, LLC",1999,"555 South Mangum Street, Suite 100",Durham,NC,27701,https://eyecareleaders.com/,No,Lora Woltz,Lora.woltz@eyecareleaders.com,(980) 290-6733,Medflow EHR,2818,10,8683,https://eyecareleaders.com/about-eye-care-leaders/onc-certification/,https://eyecareleaders.com/about-eye-care-leaders/onc-certification/,0,0,0,0,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
2015 Cures Update,15.04.04.2913.Insp.23.00.1.231213,11419,15.04.04.2913.Insp.23.00.1.231213,12/13/2023,,,Active,Drummond Group,,"Greenway Health, LLC",1914,"4301 West Boy Scout Boulevard, Suite 800",Tampa,FL,33607,https://www.greenwayhealth.com/,No,Sherry de Cuba,sherry.decuba@greenwayhealth.com,813-202-5582,Greenway Insights- Prime Suite,3751,v23,8928,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.11.09.3179.PHN0.06.00.1.231222,11411,15.11.09.3179.PHN0.06.00.1.231222,12/22/2023,,,Active,Leidos,,Willowglade Technologies Corporation,2180,"7121 W Craig Rd, 113-42",Las Vegas,Nevada,89129,https://willowgladetechnologies.com,No,John Papandrea,info@willowgladetechnologies.com,7022462207,Personal Health Navigator,3747,6,8920,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
2015 Cures Update,15.04.04.3182.Onec.00.00.1.231227,11426,15.04.04.3182.Onec.00.00.1.231227,12/27/2023,,,Active,Drummond Group,,MedOne Healthcare Partners,2183,445 Hutchinson Avenue Suite 185,Columbus,OH,43235,https://www.medonehp.com/,No,Mathina Evans,mevans@medonehp.com,614-255-6932,OneConnect,3753,Version 0,8935,,,0,0,0,0,0,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
2015 Cures Update,15.04.04.2688.Char.07.01.1.221227,11140,15.04.04.2688.Char.07.01.1.221227,12/27/2022,,,Active,Drummond Group,,Azalea Health,1689,6 Concourse Parkway Suite 2550,Atlanta,GA,30328,https://www.azaleahealth.com,No,Joseph Demmons,joseph.demmons@azaleahealth.com,877-777-7686,ChartAccess ®,2881,7,8710,https://www.azaleahealth.com/real-world-testing/,https://www.azaleahealth.com/real-world-testing/,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2015 Cures Update,15.04.04.2155.Pers.35.02.1.221227,11149,15.04.04.2155.Pers.35.02.1.221227,12/27/2022,,,Active,Drummond Group,,Persivia,1156,"4 Mount Royal Ave, 4th Floor",Marlborough,MA,1752,http://www.persivia.com,No,Amol Sawant,amol.sawant@persivia.com,617 840 0458,Persivia Platform,3391,3.5,8717,https://persivia.com/meaningful-use-certification-language/,https://persivia.com/meaningful-use-certification-language/,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.04.04.2496.Noon.09.04.0.231227,11420,15.04.04.2496.Noon.09.04.0.231227,12/27/2023,,,Active,Drummond Group,,Varian Medical Systems,1497,3100 Hansen Way,Palo Alto,CA,94304,https://www.varian.com/oncology/products/software,No,Mark Pilarski,mark.pilarski@varian.com,+1 (720) 369-3601,Noona,3108,version 9,8929,https://varian.widen.net/s/w7sbfdfdwq/noona_onc_certificationv8,https://varian.widen.net/s/w7sbfdfdwq/noona_onc_certificationv8,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2015 Cures Update,15.04.04.3164.Vedo.45.01.0.231220,11414,15.04.04.3164.Vedo.45.01.0.231220,12/20/2023,,,Active,Drummond Group,,Sri Laxmi Kravia Techlabs Private Limited,2165,"19 Narayan Chambers , 2nd Floor , Behind Patang Hotel , Ashram Road, Ahmedabad, Gujarat 380009",Ahmedabad,Gujarat,380009,https://hops.healthcare/,Yes,Ashutosh Kachot,ashutosh.kachot@hops.healthcare,9825975777,Vedos,3722,45,8923,,,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.04.04.2845.Roya.05.00.1.211229,10770,15.04.04.2845.Roya.05.00.1.211229,12/29/2021,,,Active,Drummond Group,,"Royal Health, Inc.",1846,"333 Westchester Ave, STE E2204",White Plains,NY,10604,https://royalsolutionsgroup.com/,No,Chip Hardesty,Chip@royalsecure.com,520-548-6112,Royal Solutions,3424,5,8424,https://info.royalsolutionsgroup.com/certifications,https://info.royalsolutionsgroup.com/certifications,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
2015 Cures Update,15.04.04.1368.Velo.24.05.1.231214,11408,15.04.04.1368.Velo.24.05.1.231214,12/14/2023,,,Active,Drummond Group,,Experity,369,8777 Velocity Dr,Machesney Park,IL,61115,https://www.experityhealth.com,No,Kimberly Commito,Kim.Commito@experityhealth.com,(708) 646-1236,VelociDoc,3462,24,8918,https://www.experityhealth.com/onc-certification/,https://www.experityhealth.com/onc-certification/,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
2015 Cures Update,15.04.04.2861.Elec.24.01.1.221231,11200,15.04.04.2861.Elec.24.01.1.221231,12/31/2022,,,Active,Drummond Group,,TenEleven Group,1862,2 20th St. N Ste. 500,Birmingham,AL,35203,https://www.10e11.com,No,Catherine Baker,catherine.baker@therapybrands.com,715.245.8000 x7105,electronic Clinical Record (eCR),3194,2.4,8751,https://10e11.com/onc-real-world-test/,https://10e11.com/onc-real-world-test/,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2015 Cures Update,15.04.04.2941.PSNe.02.00.0.161208,8218,15.04.04.2941.PSNe.02.0.0.161208,12/8/2016,,,Active,Drummond Group,,"Progression Systems, LLC",1942,2222 S Dobson Rd.  Ste.1001,Mesa,AZ,85202,http://www.psnet.tech,No,JJ May,JJM@cfssinc.com,480-21-7725,PSNet,2675,v2.20.271,6399,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.05.05.2713.DH23.03.06.0.221229,11165,15.05.05.2713.DH23.03.06.0.221229,12/29/2022,,,Active,SLI Compliance,,"Dynamic Health IT, Inc",1714,320-C Monticello Ave,New Orleans,LA,70121,https://www.dynamichealthit.com/,No,Jeff Robbins,jrobbins@dynamichealthit.com,504.309.9103,CQMsolution,3178,23,8725,https://www.dynamichealthit.com/real-world-testing,https://www.dynamichealthit.com/real-world-testing,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.04.04.2224.Inte.03.01.1.221231,11199,15.04.04.2224.Inte.03.01.1.221231,12/31/2022,,,Active,Drummond Group,,"Providers Management, Inc.",1225,3495 S. Center Rd. Street,Burton,MI,49519,https://www.integratedproviders.com/integratedproviders/,Yes,Nate Buchholz,Nate.Buchholz@genesyspho.com,810-424-2301,Integrated Providers Patient Portal,1998,3.18,8750,https://integratedproviders.com/integratedproviders/RealWorldTesting.aspx,https://integratedproviders.com/integratedproviders/RealWorldTesting.aspx,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2015 Cures Update,15.04.04.2846.Sequ.12.01.1.221227,11143,15.04.04.2846.Sequ.12.01.1.221227,12/27/2022,,,Active,Drummond Group,,"Sequel Systems, Inc.",1847,5345 Towne Square Drive Suite 125,Plano,Tx,75024,https://www.sequelmed.com,No,Tehmas Akhtar,takhtar@sequelmed.com,6316086403,SequelMed EHR,2126,V12,7973,https://sequelmed.com/real-world-testing/,https://sequelmed.com/real-world-testing/,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2015 Cures Update,15.04.04.3054.Heal.02.01.1.231220,11415,15.04.04.3054.Heal.02.01.1.231220,12/20/2023,,,Active,Drummond Group,,Payoda Technology Inc.,2055,"5055 W. Park Blvd., Suite 400",Plano,Texas,75093,https://www.healthviewx.com,No,Sekar Mylsamy,sekar.m@payoda.com,-165845,HealthViewX,3485,2.0.187,8924,https://www.healthviewx.com/certification-disclosure/,https://www.healthviewx.com/certification-disclosure/,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.04.04.2355.Soph.10.02.1.231222,11421,15.04.04.2355.Soph.10.02.1.231222,12/22/2023,,,Active,Drummond Group,,"Sophrona Solutions, Inc.",1356,7701 S. Western Ave. Suite 205,Oklahoma City,OK,73139,http://www.sophrona.com,No,John O'Hara,johara@sophrona.com,800-608-6017,Sophrona e2015 Portal Technology,2774,Version R10.11,8930,https://sophrona.com/products/certifications/,https://sophrona.com/products/certifications/,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
2015 Cures Update,15.04.04.2816.myUn.23.02.0.231218,11409,15.04.04.2816.myUn.23.02.0.231218,12/18/2023,,,Active,Drummond Group,,Netsmart Technologies,1817,11100 Nall Ave,Overland Park,KS,66221,https://www.ntst.com/,No,Krista Logan,klogan@ntst.com,913.374.0195,myUnity,3573,2023,8919,https://www.ntst.com/lp/certifications,https://www.ntst.com/lp/certifications,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2015 Cures Update,15.04.04.2160.Phoe.05.01.1.221229,11163,15.04.04.2160.Phoe.05.01.1.221229,12/29/2022,,,Active,Drummond Group,,"Phoenix Ortho, LLC",1161,604 Creek View Circle,Ovilla,TX,75154,http://www.phoenixortho.net,No,Micah Jones,info@phoenixortho.net,214-427-1734,Phoenix Ortho,1922,5,7542,http://blog.phoenixortho.net/phoenix-ortho-receives-mips-2015-certification,https://blog.phoenixortho.net/phoenix-ortho-receives-mips-2015-certification,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2015 Cures Update,15.04.04.1420.MOSA.02.05.1.221220,11097,15.04.04.1420.MOSA.02.05.1.221220,12/20/2022,,,Active,Drummond Group,,Elekta Inc.,421,"400 Perimeter Center Terrace, Suite 50",Atlanta,GA,30346,http://www.elekta.com,No,Benjamin Britton,Benjamin.Britton@elekta.com,770-300-9725,MOSAIQ,3354,2.86,8674,https://www.elekta.com/products/oncology-informatics/mosaiq-real-world-testing/,https://www.elekta.com/products/oncology-informatics/mosaiq-real-world-testing/,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
2015 Cures Update,15.04.04.2988.Heal.19.03.0.220101,10772,15.04.04.2988.Heal.19.03.0.220101,1/1/2022,,,Active,Drummond Group,,InterSystems Corp.,1989,1 Memorial Drive,Cambridge,MA,2142,https://www.intersystems.com/HealthShare,No,Worldwide Response Center,support@intersystems.com,617-621-0700,HealthShare Unified Care Record,3106,2019.1,7865,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.04.04.3180.Powe.02.00.0.231218,11417,15.04.04.3180.Powe.02.00.0.231218,12/18/2023,,,Active,Drummond Group,,PipelineRx,2181,"1730 Blake Street, Suite 400",Denver,CO,80202,https://www.pipelinerx.com/,No,Eric Carter,ecarter@pipelinerx.com,7202599606,PowerGridRx,3749,2,8926,,,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.04.04.1479.WITS.23.03.1.221223,11124,15.04.04.1479.WITS.23.03.1.221223,12/23/2022,,,Active,Drummond Group,,FEI Systems,480,9755 Patuxent Wood Drive Suite 300,Columbia,MD,21046,https://www.feisystems.com/,No,Nik Garifalos,Nik.Garifalos@FEISystems.com,(443) 270-5143,Web Infrastructure for Treatment Services (WITS),3484,23,8696,https://www.feisystems.com/certifications/,https://www.feisystems.com/certifications/,0,0,0,0,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.04.04.2775.Cybe.07.01.1.221228,11154,15.04.04.2775.Cybe.07.01.1.221228,12/28/2022,,,Active,Drummond Group,,CyberMed Corporation,1776,"180 Tices Ln, Bldg A, Suite 204",East Brunswick,NJ,8816,https://www.cybermedcorp.com,Yes,Jinpin Ying,jying@cybermedehr.com,732-800-0020,CyberMed EHR,1125,7,8722,http://www.cybermedcorp.com/Products/EHR.html,http://www.cybermedcorp.com/Products/EHR.html,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2015 Cures Update,15.04.04.2988.Heal.20.05.0.220101,10774,15.04.04.2988.Heal.20.05.0.220101,1/1/2022,,,Active,Drummond Group,,InterSystems Corp.,1989,1 Memorial Drive,Cambridge,MA,2142,https://www.intersystems.com/HealthShare,No,Worldwide Response Center,support@intersystems.com,617-621-0700,HealthShare Unified Care Record,3106,2020.1,8238,,,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.04.04.2610.BEST.02.01.1.221228,11161,15.04.04.2610.BEST.02.01.1.221228,12/28/2022,,,Active,Drummond Group,,"ezCaretech Co., Ltd.",1611,"4FL Kwanghee Bldg, 307, Toegye-ro, Jung-gu",Seoul,Seoul,4560,http://www.ezcaretech.com/,No,Eunsol Lee,eunsol@ezcaretech.com,82 10 2885 4365,BESTCare,3143,2.0G,1237,https://ezcaretech.com/english/onc/onc.html,https://www.ezcaretech.com/english/onc/onc.html,0,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2015 Cures Update,15.04.04.3094.Offi.02.01.1.221221,11111,15.04.04.3094.Offi.02.01.1.221221,12/21/2022,,,Active,Drummond Group,,Ennoble Technologies LLC,2095,2 University Plaza,Hackensack,New Jersey,7601,https://www.ennoblecare.com/,Yes,Jonathan Taylor,jtaylor@ennoblecare.com,551-277-0558,Office Anywhere,3596,2.1,8416,https://www.ennoblecare.com/rwt.html,https://www.ennoblecare.com/rwt.html,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
2015 Cures Update,15.04.04.2046.RxNT.72.01.1.221228,11148,15.04.04.2046.RxNT.72.01.1.221228,12/28/2022,,,Active,Drummond Group,,"Networking Technology Inc., dba RXNT",1047,1449 Whitehall Road,Annapolis,MD,21409,https://www.rxnt.com,No,Thomas Kavukat,thomask@rxnt.com,(800) 943-7968,RXNT Electronic Health Records,1757,7.2,7048,https://info.rxnt.com/2015-onc-certification,https://info.rxnt.com/2015-onc-certification,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2015 Cures Update,15.04.04.2988.Heal.PC.02.1.221228,11156,15.04.04.2988.Heal.PC.02.1.221228,12/28/2022,,,Active,Drummond Group,,InterSystems Corp.,1989,1 Memorial Drive,Cambridge,MA,2142,https://www.intersystems.com/HealthShare,No,Worldwide Response Center,support@intersystems.com,617-621-0700,HealthShare Personal Community,2757,2018.1,7540,https://www.intersystems.com/products/healthcare-standards-certifications/#meaningful-use,https://www.intersystems.com/products/healthcare-standards-certifications/#meaningful-use,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2015 Cures Update,15.04.04.1368.Docu.06.06.1.221221,11112,15.04.04.1368.Docu.06.06.1.221221,12/21/2022,,,Active,Drummond Group,,Experity,369,8777 Velocity Dr,Machesney Park,IL,61115,https://www.experityhealth.com,No,Kimberly Commito,Kim.Commito@experityhealth.com,(708) 646-1236,DocuTAP,582,6,8350,https://www.experityhealth.com/onc-certification/,https://www.experityhealth.com/onc-certification/,1,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
2015 Cures Update,15.04.04.1447.Infe.23.20.1.231228,11425,15.04.04.1447.Infe.23.20.1.231228,12/28/2023,,,Active,Drummond Group,,Epic Systems Corporation,448,1979 Milky Way,Verona,WI,53593,http://www.epic.com,No,Sasha TerMaat,info@epic.com,608-271-9000,Infection Control Antimicrobial Use and Resistance Reporting,2607,Nov-23,8934,https://www.epic.com/content/rwt.pdf,https://www.epic.com/content/rwt.pdf,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
